,index,AGGT,DIV,CIV,HIST,GEO,KISW,ENGL,PHY,CHEM,BIO,B/MATH,Course
1141,16071,18,II,C,C,C,A,C,D,C,B,D,CBG
1142,16072,20,II,C,D,C,A,C,D,C,C,D,HKL
1143,16073,20,II,C,C,D,B,C,D,C,C,C,HKL
1144,16075,21,II,D,C,C,C,C,D,C,C,C,HKL
1145,16078,18,II,B,C,C,B,C,D,C,B,C,HGE
1146,16084,24,III,C,D,D,C,D,F,C,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1147,16085,18,II,C,C,C,A,C,D,C,B,C,HGE
1148,16088,20,II,C,D,C,A,C,D,C,C,D,CBG
1149,16089,20,II,C,C,C,B,C,D,C,C,C,EGM
1150,16094,16,I,C,C,B,A,C,C,C,A,D,PCB
1151,16095,18,II,C,C,C,B,B,D,C,B,C,PCM
1152,16097,21,II,C,C,D,B,C,D,C,C,D,HKL
1153,16101,21,II,D,C,D,B,C,D,C,B,D,HKL
1154,16102,15,I,C,B,B,B,B,D,B,B,C,PCM
1155,16103,21,II,C,D,C,C,C,D,C,C,C,HYDRO-GEOLOGY AND WATER-WELL DRILLING
1156,16105,20,II,C,D,C,B,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1157,16106,23,III,C,D,C,C,D,D,C,C,F,CERTIFICATE IN ACCOUNTING AND FINANCE
1158,16107,17,I,B,B,C,B,C,D,C,B,F,HGL
1159,16108,20,II,C,C,C,B,C,D,C,C,D,HGL
1160,16109,20,II,C,C,C,B,C,C,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1161,16111,22,III,C,D,C,C,C,D,C,C,D,HUMAN RESOURCE MANAGEMENT
1162,16117,20,II,C,C,C,B,C,F,C,C,F,HGE
1163,16118,21,II,C,C,C,C,C,D,C,C,D,HGL
1164,16119,20,II,C,C,C,B,C,D,C,C,C,HGE
1165,16123,22,III,C,D,F,A,D,F,C,D,C,SECRETARIAL STUDIES
1166,16125,19,II,C,C,C,B,C,C,C,B,C,PCM
1167,16126,20,II,C,C,C,B,C,D,C,C,D,HGE
1168,16128,20,II,C,C,C,B,C,F,C,C,D,HGL
1169,16129,17,I,C,C,C,B,C,C,B,A,D,PCB
1170,16131,20,II,C,C,C,B,C,D,C,C,C,EGM
1171,16132,23,III,D,C,C,C,D,D,C,C,F,PERFORMING AND VISUAL ARTS
1172,16202,17,I,C,B,B,B,B,D,C,C,C,NURSING AND MIDWIFERY
1173,16203,20,II,C,C,C,B,C,D,C,C,C,CBG
1174,16204,24,III,C,D,D,C,C,D,D,D,D,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1175,16205,20,II,C,C,C,B,C,D,C,D,C,PCM
1176,16206,20,II,C,C,C,B,C,F,C,D,F,HGE
1177,16207,17,I,C,B,C,B,B,C,B,C,C,PCM
1178,16208,21,II,C,C,D,B,C,D,D,C,F,HGL
1179,16209,20,II,C,C,C,B,D,D,C,C,D,CBG
1180,16210,21,II,D,C,C,C,C,D,C,C,D,HGE
1181,16211,19,II,C,C,C,B,B,C,C,C,C,PGM
1182,16213,19,II,C,C,C,B,C,D,C,C,D,CBG
1183,16214,22,III,D,D,D,B,C,F,D,C,D,HKL
1184,16215,20,II,C,C,C,B,C,D,C,D,F,HGE
1185,16216,19,II,C,C,C,A,C,D,C,C,D,CBG
1186,16217,23,III,D,C,C,B,C,F,D,D,D,HGK
1187,16218,20,II,C,C,C,B,C,D,D,C,D,HGE
1188,16219,21,II,D,C,C,B,C,D,C,C,D,HYDRO-GEOLOGY AND WATER-WELL DRILLING
1189,16220,21,II,C,C,C,B,D,D,C,D,D,HGE
1190,16221,19,II,C,C,C,B,C,D,C,C,C,HYDRO-GEOLOGY AND WATER-WELL DRILLING
1191,16222,23,III,C,C,D,C,C,D,D,D,F,HKL
1192,16223,18,II,C,C,C,A,C,D,C,C,D,NURSING AND MIDWIFERY
1193,16224,21,II,C,C,C,C,C,C,C,C,C,EGM
1194,16225,15,I,C,B,C,B,B,C,B,B,B,PCM
1195,16226,20,II,C,C,C,B,C,C,C,C,D,HGE
1196,16227,19,II,C,B,C,C,B,D,D,C,D,HGE
1197,16228,18,II,C,C,C,B,B,D,C,C,C,PGM
1198,16229,20,II,C,C,C,B,C,F,D,C,F,HGE
1199,16230,19,II,C,D,C,B,C,C,C,C,C,PCM
1200,16231,20,II,C,C,C,B,D,C,C,D,D,HGE
1201,16232,18,II,C,C,C,A,C,C,C,C,C,PCM
1202,16233,15,I,B,C,C,A,B,C,C,B,B,PCB
1203,16234,19,II,C,C,C,A,C,C,C,C,C,PCM
1204,16441,17,I,C,C,B,B,C,D,C,B,D,PCB
1205,16443,21,II,C,D,C,B,C,F,C,C,D,HGK
1206,16444,21,II,C,D,C,C,C,F,C,C,F,HGL
1207,16446,19,II,C,D,C,B,B,F,C,C,F,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1208,16449,20,II,C,C,C,B,C,F,C,C,F,CBG
1209,16451,20,II,C,D,C,B,C,F,C,C,D,CBG
1210,16454,22,III,C,D,D,B,D,F,C,C,F,COMMUNITY DEVELOPMENT
1211,16455,19,II,C,C,C,A,C,F,C,C,D,CBG
1212,16459,22,III,C,D,C,B,C,F,D,C,F,HGK
1213,16461,22,III,C,D,D,C,C,F,C,C,F,RURAL DEVELOPMENT PLANNING
1214,16462,23,III,D,D,D,B,C,F,C,D,F,BUSINESS ADMINISTRATION
1215,16467,20,II,C,C,C,B,C,F,C,C,F,CBG
1216,16472,24,III,D,D,D,B,C,F,D,D,F,ACCOUNTANCY
1217,16473,20,II,C,C,C,B,C,F,C,C,F,HKL
1218,16474,19,II,C,C,C,A,D,D,C,C,D,CBG
1219,16475,24,III,C,D,D,C,D,F,C,C,D,BUSINESS ADMINISTRATION
1220,16476,22,III,C,D,C,B,D,F,C,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
1221,16479,23,III,C,D,C,C,D,F,C,C,F,ACCOUNTANCY
1222,16483,19,II,C,C,C,B,C,D,C,C,C,HGL
1223,16484,23,III,C,C,C,C,D,F,D,C,F,ACCOUNTANCY
1224,16486,24,III,C,D,D,C,D,F,C,C,F,HUMAN RESOURCE MANAGEMENT
1225,16487,22,III,C,C,D,B,D,D,C,C,F,INSURANCE AND RISK MANAGEMENT
1226,16490,23,III,C,D,D,C,D,F,C,C,F,BUSINESS ADMINISTRATION
1227,16491,19,II,C,C,C,B,C,D,B,C,D,CBG
1228,16492,20,II,C,C,C,B,C,D,C,C,D,CBG
1229,16595,21,II,C,C,C,C,C,C,C,C,C,PCB
1230,16597,23,III,C,D,C,C,C,F,D,C,D,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1231,16613,23,III,C,D,C,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
1232,16614,20,II,C,C,C,B,C,D,C,C,D,CBG
1233,16615,20,II,C,C,C,B,C,D,C,C,F,CBG
1234,16629,20,II,C,C,C,C,C,D,C,B,C,NURSING AND MIDWIFERY
1235,16632,13,I,B,A,B,B,C,C,A,B,C,NURSING AND MIDWIFERY
1236,16641,22,III,C,C,C,C,C,D,D,C,F,BUSINESS MANAGEMENT
1237,16648,21,II,C,C,C,C,C,C,C,C,D,HGL
1238,16670,21,II,C,C,C,C,C,C,C,C,C,HKL
1239,16671,21,II,C,C,C,C,C,D,C,C,D,HGK
1240,16794,22,III,C,D,C,C,B,F,D,C,F,HGL
1241,16800,19,II,C,C,C,B,B,D,C,C,C,PCM
1242,16830,24,III,C,C,D,C,D,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1243,16838,17,I,C,A,B,B,C,D,C,C,C,PCM
1244,16847,20,II,C,C,C,B,C,D,C,C,C,PGM
1245,16856,20,II,C,B,C,B,D,D,D,C,D,HGE
1246,16857,22,III,C,C,C,C,C,F,D,C,F,BUSINESS MANAGEMENT
1247,16859,21,II,C,C,C,C,C,D,C,C,D,HGL
1248,17115,20,II,C,D,C,B,C,D,C,C,D,CBG
1249,17122,21,II,C,C,C,C,C,D,D,C,F,HGE
1250,17125,24,III,C,D,D,C,C,F,D,D,F,BUSINESS ADMINISTRATION
1251,17140,19,II,B,C,C,B,C,F,C,C,D,HGL
1252,17143,24,III,C,D,C,C,C,F,D,D,F,PUBLIC SECTOR ACCOUNTING AND FINANCE
1253,17149,25,III,C,F,D,C,C,F,D,D,F,COMMUNITY DEVELOPMENT
1254,17151,21,II,C,C,D,C,B,F,D,C,F,HGL
1255,17155,23,III,C,D,C,B,C,D,D,D,D,HGK
1256,17156,20,II,C,D,C,B,B,D,D,C,D,HKL
1257,17161,18,II,C,C,C,A,B,D,C,C,D,CBG
1258,17162,20,II,C,C,C,C,B,D,C,C,D,CBG
1259,17173,19,II,B,C,C,B,C,D,C,C,F,CBG
1260,17179,15,I,B,C,B,B,B,C,A,C,C,PCB
1261,17180,19,II,B,C,C,C,B,D,C,C,C,PCM
1262,17185,25,III,C,D,D,C,C,F,D,D,F,COMMUNITY DEVELOPMENT
1263,17186,20,II,B,C,C,C,C,F,C,C,D,HGE
1264,17190,17,I,C,B,C,B,B,D,B,C,D,PCB
1265,17195,19,II,C,C,C,B,B,D,C,C,D,CBG
1266,17199,21,II,C,D,C,C,C,F,C,C,F,BANKING AND FINANCE
1267,17201,18,II,B,C,B,B,C,D,C,C,D,CBG
1268,17202,18,II,B,C,C,C,B,D,C,C,B,WATER SUPPLY AND SANITATION ENGINEERING
1269,17203,24,III,D,D,D,C,C,D,C,D,C,ACCOUNTANCY
1270,17206,25,III,D,D,D,C,C,F,D,D,C,LEGAL AND INDUSTRIAL METROLOGY
1271,17207,12,I,B,B,B,B,B,C,A,A,B,PCB
1272,17212,12,I,A,C,B,B,A,C,B,B,B,PCB
1273,17220,19,II,C,C,C,C,C,C,B,B,C,PCB
1274,17222,22,III,C,C,C,C,C,F,D,D,F,MARKETING MANAGEMENT
1275,17224,16,I,B,C,C,C,B,C,B,B,C,PCB
1276,178,23,III,C,D,C,D,B,D,D,C,D,HGL
1277,184,24,III,C,D,D,D,B,D,D,C,D,ACCOUNTANCY
1278,185,18,II,B,C,C,C,B,C,C,B,C,PCM
1279,187,19,II,B,C,C,C,A,D,D,C,D,HGE
1280,191,10,I,B,B,A,A,A,B,B,A,C,PCB
1281,192,20,II,C,D,C,C,C,C,C,B,C,PCB
1282,193,12,I,C,B,C,B,A,B,B,B,A,PCM
1283,194,18,II,C,C,C,C,A,C,C,B,C,PCM
1284,196,21,II,C,C,C,C,C,C,C,C,C,PCM
1285,197,18,II,C,C,C,B,B,C,C,B,D,PCB
1286,198,25,III,C,D,D,D,C,D,D,C,D,CIVIL ENGINEERING WITH COMMUNITY DEVELOPMENT
1287,199,19,II,C,C,C,C,B,D,C,B,C,PGM
1288,200,11,I,C,B,B,B,A,A,B,A,B,PCM
1289,201,14,I,B,C,C,C,A,A,C,B,B,PCB
1290,204,17,I,C,C,B,B,B,C,C,B,D,PCB
1291,500,18,II,B,C,C,C,B,D,C,B,D,CBG
1292,502,17,I,C,C,C,A,B,D,C,B,C,PCB
1293,505,19,II,C,C,C,B,B,D,D,C,C,PGM
1294,507,19,II,B,C,C,C,B,F,D,C,C,HGE
1295,508,19,II,C,D,C,C,C,D,C,B,D,PCB
1296,513,17,I,B,C,C,B,A,D,C,C,C,PCB
1297,515,19,II,C,C,C,C,A,D,D,C,D,HGL
1298,516,11,I,B,C,B,B,A,C,B,A,A,PCB
1299,518,16,I,B,C,C,C,A,D,C,B,B,PCM
1300,520,18,II,C,C,C,B,B,D,C,B,C,HKL
1301,521,16,I,B,C,C,B,A,D,C,B,C,PGM
1302,523,16,I,C,C,C,B,A,F,D,B,D,CBG
1303,524,17,I,B,D,C,B,B,D,C,B,C,PCB
1304,526,17,I,B,C,C,C,A,D,D,B,D,HGE
1305,527,19,II,C,C,C,B,B,F,C,C,D,CBG
1306,529,24,III,C,D,D,C,C,F,D,C,D,HOSPITALITY OPERATIONS
1307,530,20,II,C,C,C,C,B,F,C,C,D,CBG
1308,531,18,II,C,D,C,B,C,D,C,B,B,PCB
1309,532,12,I,A,B,B,B,A,D,C,A,C,PCB
1310,534,15,I,B,B,C,A,B,F,D,B,F,CBG
1311,535,14,I,B,C,B,A,B,F,C,B,C,CBG
1312,536,19,II,C,C,C,B,B,F,D,C,D,HGE
1313,750,18,II,C,C,C,A,B,D,C,C,F,CBG
1314,755,17,I,C,C,C,A,C,F,C,B,F,CBG
1315,756,18,II,C,C,C,B,C,D,C,A,D,CLINICAL MEDICINE
1316,766,22,III,C,D,C,C,C,F,C,C,F,CBG
1317,778,20,II,C,D,C,B,D,D,C,B,D,NURSING AND MIDWIFERY
1318,788,20,II,C,C,D,B,C,F,D,B,F,HGL
1319,791,20,II,C,D,C,B,C,F,C,C,D,CBG
1320,799,20,II,C,C,C,B,C,D,C,C,C,CBG
1321,803,20,II,C,D,C,B,C,F,C,C,D,CBG
1322,809,22,III,C,C,D,C,C,F,D,C,F,HKL
1323,814,19,II,C,D,C,B,C,D,C,B,D,PCB
1324,819,21,II,C,D,C,C,C,D,C,C,D,CBG
1325,822,21,II,C,D,D,C,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1326,823,20,II,C,D,C,B,C,D,C,C,C,CBG
1327,826,21,II,C,D,D,C,C,D,C,B,F,CBG
1328,827,17,I,C,C,C,B,B,D,C,B,D,PCB
1329,833,24,III,C,D,C,C,D,D,D,C,F,ACCOUNTANCY
1330,836,18,II,C,C,C,B,C,D,C,B,B,CLINICAL MEDICINE
1331,838,21,II,C,C,D,B,C,F,D,C,F,HGK
1332,839,21,II,C,C,D,C,C,D,C,C,C,PCM
1333,848,22,III,C,D,C,C,D,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1334,849,22,III,C,D,D,C,C,D,C,C,D,WATER LABORATORY TECHNOLOGY
1335,850,22,III,C,D,C,C,C,D,D,C,D,HGL
1336,853,21,II,C,C,C,C,C,F,C,C,D,CBG
1337,860,22,III,C,D,C,B,C,F,F,D,F,HKL
1338,871,20,II,C,C,C,B,C,D,C,C,D,CBG
1339,872,20,II,C,C,C,B,D,D,C,C,F,CBG
1340,874,20,II,C,D,C,B,C,F,C,C,D,CBG
1341,880,18,II,C,C,C,A,B,F,C,C,D,CBG
1342,887,17,I,B,C,C,A,C,F,C,B,D,CBG
1343,888,17,I,C,C,C,B,C,C,B,A,C,PCB
1344,889,19,II,B,C,C,C,C,D,C,B,F,PCB
1345,892,23,III,C,D,C,C,D,F,C,C,D,ACCOUNTANCY
1346,893,23,III,C,D,C,C,D,F,D,C,C,FREIGHT CLEARING AND FORWARDING
1347,896,23,III,C,C,D,C,D,F,C,C,D,PUBLIC SECTOR ACCOUNTING AND FINANCE
1348,900,21,II,C,C,C,C,C,D,C,C,C,HGE
1349,903,21,II,C,C,C,C,C,D,C,C,C,EGM
1350,913,20,II,C,C,C,C,C,D,C,B,D,HGE
1351,914,24,III,D,D,C,C,D,D,C,C,D,ACCOUNTANCY
1352,918,21,II,C,C,C,C,C,F,C,C,F,HGL
1353,928,23,III,C,C,C,C,D,D,D,C,F,BUSINESS MANAGEMENT
1354,931,21,II,C,C,C,C,C,D,C,C,F,HGL
1355,935,17,I,C,C,C,B,C,C,B,B,B,PCB
1356,958,20,II,C,D,D,B,C,D,C,C,C,PCM
1357,961,21,II,C,D,C,C,C,D,C,C,C,WATER SUPPLY AND SANITATION ENGINEERING
1358,963,21,II,C,C,D,C,C,F,C,C,D,HKL
1359,979,25,III,C,D,D,C,D,D,D,C,F,PUBLIC ADMINISTRATION
1360,981,19,II,B,C,C,B,D,D,C,C,C,HGE
1361,985,21,II,B,D,D,C,C,D,C,C,D,PCB
1362,989,20,II,C,C,C,C,C,D,C,C,B,EGM
1363,992,20,II,C,C,C,C,C,C,C,C,B,PCM
1364,994,24,III,D,C,C,C,D,D,D,C,D,ACCOUNTANCY
1365,998,21,II,C,C,C,C,C,D,C,C,D,HGL
1366,2067,21,II,C,D,C,C,C,D,C,C,C,PCM
1367,2068,21,II,C,C,C,C,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (HISABATI NA TEHAMA)
1368,2069,20,II,C,C,C,C,C,C,C,B,C,PCB
1369,2073,21,II,C,D,C,C,C,D,C,C,C,IRRIGATION ENGINEERING
1370,2074,19,II,C,C,B,C,C,D,C,B,C,PCB
1371,2076,25,III,D,D,D,C,C,D,D,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
1372,2079,18,II,C,C,C,B,B,C,C,C,B,CLINICAL MEDICINE
1373,2080,21,II,C,D,C,B,D,D,C,C,C,EGM
1374,2081,21,II,C,C,D,C,C,D,C,C,D,PCB
1375,2085,25,III,C,C,D,C,D,F,D,D,D,MARKETING
1376,2086,21,II,C,C,C,C,C,D,C,C,D,HGK
1377,2087,21,II,C,C,C,C,C,F,D,C,D,HGE
1378,2089,15,I,B,B,C,B,B,D,C,B,C,CLINICAL MEDICINE
1379,2092,20,II,C,D,C,B,C,D,C,C,D,HGK
1380,2093,20,II,C,C,C,B,C,D,C,C,C,CBG
1381,2095,24,III,D,D,D,C,C,F,C,C,F,HUMAN RESOURCE MANAGEMENT
1382,2099,20,II,C,C,D,B,C,F,C,C,C,HKL
1383,2100,19,II,C,C,C,C,C,D,B,B,C,PCB
1384,2101,25,III,D,C,D,C,D,F,D,C,D,BUSINESS ADMINISTRATION
1385,2102,23,III,C,D,D,C,C,D,C,C,D,IRRIGATION ENGINEERING
1386,2405,23,III,D,D,D,C,C,D,C,C,C,MARKETING
1387,2408,22,III,C,C,D,C,C,F,C,C,D,RECORDS MANAGEMENT
1388,2533,24,III,C,C,C,D,D,D,C,D,F,PUBLIC ADMINISTRATION
1389,2538,21,II,C,C,C,C,C,D,C,C,C,HGK
1390,2542,25,III,C,D,D,D,C,F,C,D,D,STATISTICS
1391,2549,20,II,C,C,C,C,B,F,C,C,D,HGK
1392,2553,20,II,B,C,C,C,C,D,C,C,C,CBG
1393,2556,25,III,C,D,D,D,C,F,D,D,C,COMMUNITY DEVELOPMENT
1394,2570,15,I,B,B,B,B,B,D,C,B,C,PCB
1395,2578,24,III,C,D,D,C,C,F,D,D,F,ECONOMICS DEVELOPMENT
1396,2583,20,II,C,C,C,B,C,F,C,C,D,CBG
1397,2585,24,III,D,D,C,C,C,F,D,D,F,ACCOUNTANCY
1398,2599,20,II,C,D,C,B,C,F,C,C,F,CBG
1399,2606,22,III,C,D,C,C,C,F,D,C,F,HGL
1400,2613,20,II,C,C,C,B,C,D,C,C,F,CBG
1401,2615,20,II,C,C,C,B,C,F,C,C,D,CBG
1402,2616,21,II,C,C,C,C,C,F,D,C,F,HGK
1403,2618,23,III,C,C,D,C,D,F,D,C,F,RURAL DEVELOPMENT PLANNING
1404,2622,24,III,C,D,D,C,C,F,D,D,F,CERTIFICATE IN MANAGEMENT AND ACCOUNTING
1405,2712,21,II,C,C,C,C,C,D,C,C,D,CBG
1406,2718,14,I,B,B,C,A,B,D,C,B,C,PCB
1407,2719,19,II,C,C,C,B,B,C,C,C,C,MECHANICAL ENGINEERING
1408,2720,14,I,C,C,C,A,B,C,B,B,A,PCM
1409,2733,16,I,C,B,C,A,B,D,C,C,D,CBG
1410,2744,20,II,C,D,C,B,C,D,C,C,F,HKL
1411,2745,19,II,B,C,C,B,C,D,C,C,D,CBG
1412,2746,23,III,C,D,C,C,D,F,C,C,F,ACCOUNTANCY
1413,2747,21,II,C,D,C,C,C,F,C,C,D,RURAL DEVELOPMENT PLANNING
1414,2750,17,I,B,C,C,B,B,D,C,B,D,NURSING AND MIDWIFERY
1415,2752,15,I,B,C,C,A,C,C,B,B,C,PCM
1416,2753,20,II,C,C,C,B,C,D,C,C,D,HGE
1417,2754,18,II,C,C,B,C,C,C,C,A,C,PCB
1418,2756,25,III,D,D,D,C,C,D,C,D,D,ACCOUNTANCY
1419,2757,19,II,C,C,C,B,C,D,C,B,D,CBG
1420,2761,20,II,C,C,C,B,C,D,C,C,D,CBG
1421,2765,19,II,C,B,C,C,B,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1422,2766,21,II,C,C,C,C,C,D,C,C,C,HGK
1423,2767,18,II,C,C,C,B,B,D,B,C,D,NURSING AND MIDWIFERY
1424,2768,16,I,C,B,C,B,B,D,C,B,B,PCM
1425,2769,18,II,C,C,C,B,B,D,B,C,C,EGM
1426,2770,19,II,C,C,C,B,B,D,C,C,C,PCM
1427,2771,16,I,B,C,C,A,A,D,C,C,D,CBG
1428,2773,11,I,B,C,B,A,B,C,A,A,D,CLINICAL MEDICINE
1429,2774,24,III,D,D,D,C,C,D,C,C,F,ECONOMICS DEVELOPMENT
1430,3312,18,II,C,C,C,B,B,D,B,C,C,CBG
1431,3318,23,III,C,D,D,C,C,F,C,C,F,SOCIAL WORK
1432,3320,20,II,C,C,C,B,C,F,C,C,D,HGL
1433,3328,20,II,C,C,C,B,C,F,C,C,D,HGE
1434,3410,11,I,C,B,B,B,A,C,B,A,A,PCM
1435,3413,13,I,B,C,B,A,A,D,C,B,B,PCB
1436,3416,16,I,C,B,C,B,A,D,C,B,C,PCM
1437,3419,16,I,B,C,C,C,B,C,B,B,B,PCM
1438,3422,18,II,C,C,C,B,B,D,C,B,C,PCM
1439,3426,17,I,C,B,C,C,A,D,C,B,F,CLINICAL MEDICINE
1440,3427,14,I,C,C,C,C,A,C,B,B,A,PCB
1441,3428,9,I,C,A,B,A,A,C,A,A,B,PCB
1442,3429,18,II,C,C,C,B,B,D,C,B,C,EGM
1443,3431,15,I,C,C,B,B,A,D,C,B,B,PCM
1444,3436,8,I,B,B,B,A,A,C,A,A,A,PGM
1445,3437,21,II,C,C,D,C,B,F,C,C,D,HKL
1446,3439,18,II,C,B,C,C,B,D,C,B,C,EGM
1447,3442,16,I,C,C,C,C,A,D,C,B,A,PCB
1448,3444,18,II,C,B,C,C,A,D,C,C,C,CBG
1449,3445,18,II,C,C,B,C,B,D,C,B,D,CBG
1450,3447,21,II,D,C,C,C,C,D,C,C,C,HGL
1451,3448,17,I,C,A,C,B,B,C,C,C,C,PCB
1452,3450,23,III,D,D,C,D,C,D,C,C,C,ACCOUNTING AND TRANSPORT FINANCE
1453,3454,13,I,C,B,B,B,A,C,B,B,B,PCM
1454,3457,21,II,C,C,D,C,B,D,C,C,D,HKL
1455,3458,17,I,C,B,C,C,A,C,C,C,B,EGM
1456,3460,20,II,C,C,C,C,B,C,C,C,C,EGM
1457,3461,20,II,C,C,C,C,B,C,C,C,C,PCM
1458,3462,17,I,C,C,C,B,B,D,C,C,A,PCM
1459,3463,21,II,C,C,C,C,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (HISABATI NA TEHAMA)
1460,3464,16,I,B,C,B,C,A,D,C,C,C,EGM
1461,3465,18,II,C,C,C,C,B,D,B,B,C,PCM
1462,3466,20,II,C,C,C,C,B,D,C,C,C,EGM
1463,3468,15,I,C,C,C,C,A,C,B,B,B,MINING ENGINEERING
1464,3469,17,I,C,B,C,C,A,D,D,C,C,PGM
1465,3471,11,I,C,A,B,C,A,C,B,A,A,PCM
1466,3473,19,II,C,C,C,C,A,D,C,C,C,EGM
1467,3478,20,II,C,C,C,C,B,D,C,C,C,EGM
1468,3480,18,II,C,B,C,D,B,D,C,B,C,PCB
1469,3481,20,II,C,C,C,C,B,D,C,C,D,HGE
1470,3482,12,I,C,A,B,B,A,C,B,B,C,PCB
1471,3483,14,I,C,B,B,C,A,C,B,B,B,PCB
1472,3515,24,III,C,D,D,B,C,F,D,D,F,FREIGHT CLEARING AND FORWARDING
1473,3519,21,II,C,C,C,C,C,D,C,C,F,CBG
1474,3524,22,III,C,C,D,B,C,F,D,C,F,HGK
1475,3528,20,II,C,C,C,B,C,D,C,D,F,HGK
1476,3529,21,II,C,C,D,B,C,F,D,D,F,HGL
1477,3530,19,II,B,C,C,C,B,D,C,C,D,HGE
1478,3531,19,II,C,C,C,A,C,D,C,C,D,CBG
1479,3534,22,III,D,C,C,C,C,D,C,C,D,HOSPITALITY OPERATIONS
1480,3965,23,III,C,D,C,C,C,F,D,C,F,HOSPITALITY OPERATIONS
1481,3967,23,III,C,C,D,C,C,F,D,C,D,HKL
1482,3970,20,II,C,C,C,B,C,D,C,C,D,CBG
1483,3971,20,II,C,C,C,B,C,F,C,C,D,CBG
1484,3975,21,II,C,C,C,C,C,D,C,C,D,CBG
1485,3976,16,I,C,C,B,A,C,C,C,B,B,PCM
1486,3978,21,II,C,C,C,C,C,F,C,C,C,CBG
1487,3982,21,II,C,C,C,B,C,D,D,C,F,HGL
1488,3989,21,II,C,C,C,C,C,D,C,C,D,CBG
1489,3992,19,II,C,C,C,B,B,F,C,C,C,EGM
1490,3994,20,II,C,C,C,B,C,D,C,C,C,EGM
1491,3995,20,II,C,C,C,B,C,D,C,C,D,HGE
1492,3997,18,II,C,C,C,B,B,D,C,B,D,PCB
1493,3999,18,II,B,C,C,B,B,C,C,C,D,PCB
1494,4005,20,II,C,C,C,B,C,D,C,C,C,CBG
1495,4009,21,II,C,C,C,C,C,C,C,C,C,PGM
1496,4010,24,III,C,D,D,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
1497,4011,23,III,C,D,C,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
1498,4014,21,II,C,C,C,C,C,D,C,C,D,HGK
1499,4016,19,II,C,C,C,B,C,C,C,C,B,PCM
1500,4017,12,I,B,C,C,A,B,B,B,B,A,PCB
1501,4018,20,II,C,C,C,B,C,D,C,C,D,HGE
1502,4020,22,III,C,C,D,B,C,D,D,C,D,HKL
1503,4021,19,II,C,C,C,B,B,D,C,C,D,CBG
1504,4759,18,II,B,C,C,B,B,F,D,C,D,HKL
1505,4760,20,II,C,D,C,B,C,D,C,C,C,CBA
1506,4762,13,I,B,B,C,A,B,D,C,A,C,CLINICAL MEDICINE
1507,4766,21,II,C,C,C,B,C,D,D,C,D,HKL
1508,4771,18,II,C,C,C,B,A,D,C,C,C,CBA
1509,4774,16,I,C,C,C,A,A,D,C,B,D,CLINICAL MEDICINE
1510,4776,19,II,C,C,C,B,C,D,C,B,C,PCB
1511,4778,19,II,C,D,C,B,B,D,C,C,C,CBA
1512,4784,15,I,B,C,C,A,B,F,C,A,D,CBA
1513,4787,20,II,C,C,C,B,B,D,D,C,D,HGK
1514,4791,22,III,C,D,C,B,C,D,D,C,D,HGK
1515,4794,16,I,C,C,C,A,B,F,C,A,D,CBA
1516,4797,23,III,D,D,C,C,C,D,C,C,D,HYDRO-GEOLOGY AND WATER-WELL DRILLING
1517,4800,20,II,C,D,C,B,C,F,C,C,D,CBA
1518,4803,23,III,D,D,D,C,C,F,C,C,F,RURAL DEVELOPMENT PLANNING
1519,4804,14,I,C,C,C,A,A,D,B,A,C,PCB
1520,4806,19,II,C,D,C,A,C,D,C,C,D,CBA
1521,4808,18,II,C,C,C,A,C,D,C,B,F,CBA
1522,4809,20,II,C,C,C,B,C,F,C,C,D,CBG
1523,4813,19,II,C,C,C,B,B,D,C,C,F,CBG
1524,4815,21,II,C,D,C,B,C,D,C,C,F,HGL
1525,4816,19,II,C,D,C,B,B,D,D,B,D,CBA
1526,4817,22,III,C,D,D,C,C,D,C,C,C,PCM
1527,4819,23,III,C,D,C,C,C,F,D,C,F,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1528,4820,21,II,C,D,C,B,C,F,C,C,D,HGK
